"('http://21stcenturywire.com/2017/09/06/tipperarys-white-helmets-peace-prize-judas-kiss-antiwar-movement-syria/', datetime.datetime(2017, 9, 6, 17, 18, 35))","('https://syria360.wordpress.com/2017/09/06/tipperarys-white-helmets-peace-prize-a-judas-kiss-to-the-antiwar-movement-and-syria/', datetime.datetime(2017, 9, 6, 20, 12, 45))","('https://friendsofsyria.wordpress.com/2017/09/06/tipperarys-white-helmets-peace-prize-a-judas-kiss-to-the-antiwar-movement-and-syria/', datetime.datetime(2017, 9, 6, 21, 40, 19))","('http://beforeitsnews.com/alternative/2017/09/tipperarys-white-helmets-peace-prize-a-judas-kiss-to-the-antiwar-movement-and-syria-3550571.html', datetime.datetime(2017, 9, 8, 5, 16, 4))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://www.truepatriot.net/syrian-white-helmets-volunteer-caught-on-video-dumping-mutilated-corpses/', datetime.datetime(2017, 6, 23, 21, 7, 44))","('http://survivalhacking.com/syrian-white-helmets-volunteer-caught-on-video-dumping-mutilated-corpses/', datetime.datetime(2017, 6, 23, 21, 21, 19))","('http://www.revereradionetwork.com/syrian-white-helmets-volunteer-caught-on-video-dumping-mutilated-corpses/', datetime.datetime(2017, 6, 23, 21, 24, 36))","('http://beforeitsnews.com/alternative/2017/06/syrian-white-helmets-volunteer-caught-on-video-dumping-mutilated-corpses-3525521.html', datetime.datetime(2017, 6, 24, 17, 35))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://owata-anntena.com/2017/07/29/tapestry-of-terror-white-helmets-exposed-as-fsa-terrorists-documentary/', datetime.datetime(2017, 7, 29, 4, 36, 50))","('http://noraneco.club/2017/07/29/tapestry-of-terror-white-helmets-exposed-as-fsa-terrorists-documentary/', datetime.datetime(2017, 7, 29, 4, 46, 5))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://govtslaves.info/white-helmets-volunteer-caught-with-rebels-dumping-beheaded-bodies/', datetime.datetime(2017, 6, 23, 4, 6, 37))","('http://webegram.org/43764', datetime.datetime(2017, 6, 23, 6, 3, 18))","('http://en.addiyar.com/article/1396833-white-helmets-volunteer-caught-with-rebels-dumping-beheaded-bodies', datetime.datetime(2017, 6, 23, 6, 6, 26))","('https://www.sott.net/article/354494-White-Helmets-volunteer-caught-with-rebels-dumping-beheaded-bodies', datetime.datetime(2017, 6, 23, 15, 30, 38))","('https://t.co/cW4DwKi0g3', datetime.datetime(2017, 6, 24, 17, 28, 18))","('http://p.feedblitz.com/r3.asp?l=138728891&f=26412&u=52036776&c=5661631', datetime.datetime(2017, 6, 24, 17, 38, 42))","('http://en.farsnews.com/newstext.aspx?nn=13960402000765', datetime.datetime(2017, 6, 24, 18, 32, 19))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.veteranstoday.com/2017/05/02/white-helmets-fakery-rakes-in-the-cash/', datetime.datetime(2017, 5, 29, 17, 44, 29))","('http://en.farsnews.com/newstext.aspx?nn=13960213000869', datetime.datetime(2017, 6, 27, 21, 55, 26))","('http://en.alalam.ir/news/1961278#sthash.Xy6OKa4m.uxfs', datetime.datetime(2017, 7, 1, 19, 22, 2))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.welt.de/politik/ausland/article165905578/Trump-s-Red-Line.html', datetime.datetime(2017, 6, 26, 21, 57, 52))","('http://www.washingtonsblog.com/2017/06/u-s-military-officials-there-was-no-chemical-weapons-attack-in-syria-trump-bombed-syrian-base-despite-advice-from-military-and-intelligence-chiefs.html', datetime.datetime(2017, 6, 27, 8, 17, 23))","('https://steemit.com/news/@v4vapid/sy-hersh-explodes-syrian-chemical-weapons-attack-narrative-part-1', datetime.datetime(2017, 6, 27, 18, 39, 38))","('http://welcome-to-pottersville2.blogspot.com/2017/07/fourth-of-july-fab-fireworks-korea-in.html', datetime.datetime(2017, 7, 5, 9, 30, 58))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://www.bignewsnetwork.com/news/254340352/us-condemns-murders-of-7-syrian-white-helmets', datetime.datetime(2017, 8, 14, 18, 0, 4))","('http://iknowbro.com/sad/us-condemns-murders-of-7-syrian-white-helmets-shot-dead-by-unknown-gunmen', datetime.datetime(2017, 8, 15, 18, 12, 47))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://timhayward.wordpress.com/2017/06/22/deceptive-documentaries/', datetime.datetime(2017, 6, 23, 0, 14, 8))","('https://www.sott.net/article/354565-Documentaries-of-deception-Fake-documentary-of-NATOs-White-Helmets-in-Syria', datetime.datetime(2017, 6, 24, 6, 26, 17))","('https://www.therussophile.org/documentaries-of-deception-fake-documentary-of-natos-white-helmets-in-syria.html/', datetime.datetime(2017, 6, 24, 6, 41, 22))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://video.whyy.org/video/3000014332/', datetime.datetime(2017, 7, 11, 0, 19))","('http://video.wgby.org/video/3002639874/', datetime.datetime(2017, 7, 11, 16, 16, 3))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://sputniknews.com/middleeast/201708141056454272-uk-johnson-murder-white-helmets/', datetime.datetime(2017, 8, 14, 15, 58, 18))","('https://en.news-front.info/2017/08/14/uk-foreign-secretary-condemns-murder-of-7-white-helmets-volunteers-in-syria/', datetime.datetime(2017, 8, 14, 16, 7, 43))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://thewallwillfall.org/2017/05/15/white-helmets-living-next-door-to-al-qaeda-in-aleppo/', datetime.datetime(2017, 5, 27, 17, 37, 33))","('https://www.activistpost.com/2017/05/photos-from-syria-show-white-helmets-and-nusraqaeda-are-the-same-organization.html', datetime.datetime(2017, 6, 1, 11, 39, 31))","('http://www.washingtonsblog.com/2017/05/photos-syria-show-white-helmets-nusraqaeda-organization.html', datetime.datetime(2017, 6, 22, 6, 49, 38))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://thefreethoughtproject.com/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 7, 17, 47, 51))","('http://www.thefringenews.com/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 7, 18, 19, 49))","('http://www.thelastamericanvagabond.com/psychological-operations/father-famous-aleppo-boy-just-exposed-us-white-helmets-lied-world/', datetime.datetime(2017, 6, 7, 21, 13, 36))","('https://news360.com/article/405635985', datetime.datetime(2017, 6, 8, 1, 4, 26))","('https://nexusnewsfeed.com/article/human-rights/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 8, 3, 35, 11))","('http://www.dcclothesline.com/2017/06/08/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 8, 5, 53, 34))","('https://talesfromtheloublog.wordpress.com/2017/06/08/father-of-famous-aleppo-boy-just-exposed-how-the-us-and-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 8, 8, 54, 4))","('http://yournewswire.com/aleppo-boy-white-helmets-propaganda/', datetime.datetime(2017, 6, 8, 10, 7, 58))","('http://feedproxy.google.com/~r/ConsciousnessTv/~3/I-8Iyjhh9yU/', datetime.datetime(2017, 6, 8, 13, 30, 55))","('http://govtslaves.info/2017/06/father-of-famous-aleppo-boy-just-exposed-how-the-us-white-helmets-lied-to-the-world/', datetime.datetime(2017, 6, 9, 10, 30, 35))","('http://asheepnomore.net/?p=18907', datetime.datetime(2017, 6, 9, 11, 23, 27))","('http://www.antinews.in/father-famous-aleppo-boy-just-exposed-us-white-helmets-lied-world/', datetime.datetime(2017, 6, 10, 7, 26, 1))","('http://thewashingtonstandard.com/father-famous-aleppo-boy-just-exposed-us-white-helmets-lied-world/', datetime.datetime(2017, 6, 12, 5, 30, 8))","('https://www.bibliotecapleyades.net/sociopolitica/sociopol_mediacontrol189.htm', datetime.datetime(2017, 6, 17, 12, 16, 53))",,,,,,,,,,,,,,,,,,,,,,,
"('http://www.jewworldorder.org/video-shows-syrian-white-helmets-accepting-award-from-al-qaeda/', datetime.datetime(2017, 6, 8, 14, 36, 56))","('http://www.mintpressnews.com/video-shows-syrian-white-helmets-accepting-award-from-al-qaeda/228006/', datetime.datetime(2017, 6, 13, 20, 47, 39))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://clarityofsignal.com/2017/01/05/mega-file-on-white-helmets-terrorists-hundreds-of-links-and-videos/', datetime.datetime(2017, 7, 2, 17, 12, 59))","('https://jackpineradicals.com/boards/topic/mega-file-on-white-helmets-terrorists-hundreds-of-links-and-videos/', datetime.datetime(2017, 7, 27, 4, 38, 16))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://en.news-front.info/2017/07/14/russian-diplomat-says-activities-of-white-helmets-increasingly-questionable/', datetime.datetime(2017, 7, 14, 9, 57, 1))","('http://www.elethos.gr/2017/07/russian-diplomat-says-activities-of.html?spref=tw', datetime.datetime(2017, 7, 14, 11, 10, 27))","('https://aml.ink/7MWwJ', datetime.datetime(2017, 7, 14, 20, 37, 36))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.usnews.com/news/world/articles/2017-08-13/the-latest-rebels-fighting-for-damascus-suburbs-kill-20', datetime.datetime(2017, 8, 13, 19, 9, 25))","('https://apnews.com/c705e755118743a3803e20d8beb537fe', datetime.datetime(2017, 8, 13, 19, 37, 18))","('http://www.dailymail.co.uk/wires/ap/article-4786524/The-Latest-Rebels-fighting-Damascus-suburbs-kill-20.html?ITO=1490&ns_mchannel=rss&ns_campaign=1490', datetime.datetime(2017, 8, 13, 21, 58, 24))","('http://castwb.com/us-condemns-killing-of-7-white-helmets-in-syria/', datetime.datetime(2017, 8, 14, 2, 31, 13))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.alaturka.us/7-white-helmets-volunteers-shot-dead-in-syria/', datetime.datetime(2017, 8, 12, 9, 30, 33))","('http://www.anews.com.tr/world/2017/08/12/7-white-helmets-volunteers-shot-dead-by-gunmen-in-syrias-idlib', datetime.datetime(2017, 8, 12, 10, 10))","('http://aa.com.tr/en/middle-east/7-white-helmets-volunteers-shot-dead-in-syria/882946', datetime.datetime(2017, 8, 12, 11, 47, 56))","('https://www.creedpolitico.com/7-white-helmets-volunteers-shot-dead-in-syria-middle-east-monitor/', datetime.datetime(2017, 8, 13, 1, 34, 13))","('https://www.middleeastmonitor.com/20170812-7-white-helmets-volunteers-shot-dead-in-syria/', datetime.datetime(2017, 8, 13, 16, 30, 32))","('http://chroniclesofshame.com/human-rights-violations/3174-7-white-helmets-volunteers-shot', datetime.datetime(2017, 8, 14, 7, 18))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://sputniknews.com/middleeast/201707141055541366-white-helmets-defamation-campaign/', datetime.datetime(2017, 7, 14, 10, 54, 41))","('http://en.addiyar.com/article/1409507-white-helmets-participate-in-smear-campaign-against-syria-govt--moscow', datetime.datetime(2017, 7, 14, 11, 29, 6))","('http://english.almanar.com.lb/304533', datetime.datetime(2017, 7, 14, 11, 56, 50))","('http://www.kaos.gr/2017/07/moscow-white-helmets-participate-in.html?spref=tw', datetime.datetime(2017, 7, 15, 4, 26, 20))","('http://alwaght.com/en/news/103839', datetime.datetime(2017, 7, 15, 10, 28, 6))","('http://beforeitsnews.com/eu/2017/07/white-helmets-participate-in-smear-campaign-against-syria-govt-moscow-2626502.html', datetime.datetime(2017, 7, 17, 5, 26, 5))","('https://www.sott.net/article/356596-Russian-FM-Zakharova-White-Helmets-part-of-large-scale-defamation-campaign-against-Syrian-government', datetime.datetime(2017, 7, 17, 15, 42, 12))","('https://www.therussophile.org/russian-fm-zakharova-white-helmets-part-of-large-scale-defamation-campaign-against-syrian-government.html/', datetime.datetime(2017, 7, 17, 16, 39, 26))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://theindicter.com/white-helmets-video-swedish-doctors-for-human-rights-denounce-medical-malpractice-and-misuse-of-children-for-propaganda-aims/', datetime.datetime(2017, 6, 6, 19, 52, 52))","('https://bsnews.info/swedish-doctors-human-rights-swedhr-denounce-white-helmets-video-macabre-manipulation-dead-children-staged-chemical-weapons-attack-facilitate-no-fly-zone-syria/', datetime.datetime(2017, 8, 14, 16, 40, 55))","('https://arretsurinfo.ch/syria-swedish-doctors-for-human-rights-swedhr-denounce-white-helmets-video/#.WOYmXIp-zrk.twitter', datetime.datetime(2017, 8, 23, 16, 42, 24))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://uprootedpalestinians.wordpress.com/2017/06/10/the-white-helmets-lied-omran-daqneesh-the-orange-seat-boy-resurfaces-and-his-whole-family-stands-with-the-syrian-government/', datetime.datetime(2017, 6, 10, 4, 58, 25))","('http://www.jewworldorder.org/the-white-helmets-lied-omran-daqneesh-the-orange-seat-boy-resurfaces-and-his-whole-family-stands-with-the-syrian-government/', datetime.datetime(2017, 6, 18, 11, 43, 33))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://webegram.org/30478', datetime.datetime(2017, 5, 29, 21, 41, 54))","('http://tn.ai/1422893', datetime.datetime(2017, 5, 30, 4, 17, 8))","('http://thefifthcolumnnews.com/2017/05/washington-london-funding-white-helmets-in-syria-british-analyst/', datetime.datetime(2017, 5, 30, 21, 4, 6))","('https://www.tasnimnews.com/en/news/2017/05/29/1422893/washington-london-funding-white-helmets-in-syria-british-analyst-video', datetime.datetime(2017, 6, 4, 18, 0, 22))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://disobedientmedia.com/2017/01/us-supported-syrian-white-helmets-involved-with-war-crimes-committed-by-rebel-groups/', datetime.datetime(2017, 6, 5, 23, 14, 36))","('http://www.zerohedge.com/news/2017-01-20/us-supported-syrian-white-helmets-involved-war-crimes-committed-rebel-groups', datetime.datetime(2017, 6, 5, 23, 45, 35))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://wkfr.com/video-michigan-state-will-wear-white-helmets-when-wmu-comes-to-east-lansing/', datetime.datetime(2017, 6, 14, 22, 44, 55))","('http://wkmi.com/video-michigan-state-will-wear-white-helmets-when-wmu-comes-to-east-lansing/', datetime.datetime(2017, 6, 15, 20, 43))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://onlinebaseweb.com/7-white-helmets-members-shot-dead-in-northwestern-syria', datetime.datetime(2017, 8, 12, 9, 11, 49))","('http://www.f3nws.com/news/7-white-helmets-members-shot-dead-in-northwestern-syria-bys3mF?v=170812090417', datetime.datetime(2017, 8, 12, 9, 52, 31))","('http://middle-east.timesofnews.com/7-white-helmets-members-shot-dead-in-northwestern-syria.html', datetime.datetime(2017, 8, 12, 10, 41, 24))","('https://english.kolkata24x7.com/international-news/7-white-helmets-members-shot-dead-syria', datetime.datetime(2017, 8, 12, 11, 1, 45))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://aml.ink/o9qIU', datetime.datetime(2017, 6, 21, 13, 20, 58))","('https://www.almasdarnews.com/article/cascos-blancos-participan-en-nuevas-ejecuciones-y-decapitaciones-soldados-sirios-imagenes-violentas/', datetime.datetime(2017, 6, 21, 13, 21, 53))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://russia.timesofnews.com/white-helmets-rescuers-shot-dead-in-syria/', datetime.datetime(2017, 8, 12, 14, 32, 22))","('http://middle-east.timesofnews.com/7-white-helmets-rescuers-shot-dead-in-syria-gun-attack.html', datetime.datetime(2017, 8, 12, 14, 44, 14))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://feedproxy.google.com/~r/ActivistPost/~3/dbQyKgBnpA4/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-as-propaganda.html', datetime.datetime(2017, 6, 6, 16, 59, 5))","('http://survivalhacking.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda/', datetime.datetime(2017, 6, 7, 15, 17, 15))","('http://www.revereradionetwork.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda/', datetime.datetime(2017, 6, 7, 15, 24, 31))","('http://www.truepatriot.net/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda/', datetime.datetime(2017, 6, 7, 15, 28, 40))","('http://www.washingtonsblog.com/2017/06/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-propaganda.html', datetime.datetime(2017, 6, 10, 0, 51, 7))","('http://www.thetruthseeker.co.uk/?p=152967', datetime.datetime(2017, 6, 10, 18, 4, 48))","('http://beforeitsnews.com/economy/2017/06/new-video-destroys-little-omran-white-helmets-propaganda-proves-wh-terrorists-used-boy-as-propaganda-2897050.html', datetime.datetime(2017, 6, 11, 2, 45))","('http://anonymous-news.com/new-video-destroys-little-omran-white-helmets-story-proves-wh-terrorists-used-boy-as-propaganda/', datetime.datetime(2017, 6, 11, 11, 3, 36))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://feedproxy.google.com/~r/ActivistPost/~3/ecGRnSoYb0Y/russia-questions-opcw-omission-white-helmets-video-justify-syria-bombing.html', datetime.datetime(2017, 7, 18, 18, 18, 15))","('https://reclaimourrepublic.wordpress.com/2017/07/24/russia-questions-opcws-omission-of-white-helmets-video-used-to-justify-u-s-strike-on-syria/', datetime.datetime(2017, 7, 24, 0, 4, 32))","('http://www.jewworldorder.org/russia-questions-opcws-omission-of-white-helmets-video-used-to-justify-u-s-strike-on-syria/', datetime.datetime(2017, 7, 25, 12, 8, 41))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.davidicke.com/article/418426/fraud-white-helmets-impressive-piece-propaganda', datetime.datetime(2017, 7, 6, 6, 16, 22))","('http://news.clickysound.com/the-fraud-of-the-white-helmets-an-impressive-piece-of-propaganda/', datetime.datetime(2017, 7, 6, 6, 18, 2))","('http://notinthenews.uk/david-icke/the-fraud-of-the-white-helmets-an-impressive-piece-of-propaganda/', datetime.datetime(2017, 7, 7, 2, 40, 21))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://www.middleeasteye.net/news/seven-white-helmets-members-shot-dead-northwestern-syria-1482497348#sthash.UlMjZ8PB.uxfs', datetime.datetime(2017, 8, 12, 13, 58, 19))","('http://srilankaoneislandtwonations.tumblr.com/post/164118676531/seven-white-helmets-members-shot-dead-in-northwest', datetime.datetime(2017, 8, 13, 15, 26, 48))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://uk.timesofnews.com/7-white-helmets-members-shot-dead-in-northwestern-syria', datetime.datetime(2017, 8, 13, 14, 2, 41))","('http://usa.timesofnews.com/7-white-helmets-members-shot-dead-in-northwestern-syria.html', datetime.datetime(2017, 8, 13, 15, 52, 18))","('https://www.intellinews.org/united-states/fox-news/2017/08/14/7-white-helmets-members-killed-by-gunmen-in-northwestern-syria/', datetime.datetime(2017, 8, 14, 0, 50, 3))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://fbreporter.org/2017/06/08/al-jazeera-white-helmets-stage-fake-chemical-attack-new-details/', datetime.datetime(2017, 6, 8, 20, 13))","('https://www.veteranstoday.com/2017/05/05/breaking-al-jazeera-white-helmets-stage-fake-chemical-attack-new-details/', datetime.datetime(2017, 8, 13, 20, 19, 32))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://21stcenturywire.com/2017/05/19/white-helmets-blasphemous-whitewash-of-their-execution-black-record/', datetime.datetime(2017, 5, 29, 12, 5, 19))","('https://www.rt.com/news/388960-white-helmets-execution-footage/', datetime.datetime(2017, 5, 31, 8, 8, 15))","('https://getpocket.com/s/MB5WZ', datetime.datetime(2017, 7, 16, 9, 46, 46))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://castwb.com/seven-members-of-syrias-white-helmets-shot-dead-by-unknown-gunmen/', datetime.datetime(2017, 8, 12, 14, 11, 29))","('http://hamassenger.com/2017/08/seven-members-of-syriaaposs-white-helmets-shot-dead-by-unknown-gunmen/', datetime.datetime(2017, 8, 12, 14, 19, 53))","('https://flipboard.com/@flipboard/-seven-members-of-syrias-white-helmets-s/f-868d771879%2Fco.uk', datetime.datetime(2017, 8, 12, 23, 55, 58))","('http://www.telegraph.co.uk/news/2017/08/12/seven-members-syrias-white-helmets-shot-dead-unknown-gunmen/amp/', datetime.datetime(2017, 8, 13, 4, 17, 14))","('http://www.thetruthseeker.co.uk/?p=156076', datetime.datetime(2017, 8, 13, 11, 14, 16))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://shar.es/1S29zy', datetime.datetime(2017, 8, 18, 11, 49, 57))","('http://ow.ly/tYmQ30evQkk', datetime.datetime(2017, 8, 19, 3, 30, 11))","('https://apple.news/Ad6fmEI3aSdC_lKclg3kSqA', datetime.datetime(2017, 8, 21, 9, 38, 3))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://www.timesofisrael.com/seven-white-helmets-killed-in-jihadist-held-syria-town/', datetime.datetime(2017, 8, 12, 10, 30, 33))","('http://www.hindustantimes.com/world-news/seven-members-of-white-helmets-shit-dead-in-jihadist-held-syria-town/story-wffjMrkHVm9wKsLj2SCmCK.html', datetime.datetime(2017, 8, 12, 11, 10))","('http://www.france24.com/en/20170812-seven-rescue-workers-killed-jihadist-held-syria-town?ref=tw_i', datetime.datetime(2017, 8, 12, 18, 4, 43))","('http://www.breitbart.com/jerusalem/2017/08/12/seven-white-helmets-killed-jihadist-held-syria-town/', datetime.datetime(2017, 8, 13, 2, 37, 48))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://www.activistpost.com/2017/01/white-helmets-solidarity-with-al-qaeda-hold-citizens-hostage-in-damascus-with-no-water.html', datetime.datetime(2017, 6, 18, 18, 33, 6))","('https://www.veteranstoday.com/2017/01/11/white-helmets-allied-with-al-qaeda-on-damascus-water-terrorism/', datetime.datetime(2017, 8, 27, 18, 43))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://landdestroyer.blogspot.nl/2016/11/syria-white-helmets-caught-in-mannequin.html?m=1', datetime.datetime(2017, 6, 5, 10, 0, 19))","('http://landdestroyer.blogspot.com.au/2016/11/syria-white-helmets-caught-in-mannequin.html?m=1', datetime.datetime(2017, 7, 31, 0, 34, 5))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://reportuk.me/?p=234559', datetime.datetime(2017, 8, 12, 13, 36, 4))","('http://theworldbulletin.com/2017/08/12/seven-white-helmets-shot-in-the-head-at-base/', datetime.datetime(2017, 8, 12, 13, 42, 17))","('https://coffeeshop88.com/seven-white-helmets-shot-in-the-head-at-base/', datetime.datetime(2017, 8, 13, 6, 18, 57))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://newslive.today/preview-the-white-helmets/', datetime.datetime(2017, 6, 16, 19, 40, 13))","('https://www.cbsnews.com/videos/preview-the-white-helmets-2/', datetime.datetime(2017, 6, 17, 15, 21, 14))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://alethonews.wordpress.com/2016/09/23/white-helmets-deceive-right-livelihood-and-codepink/', datetime.datetime(2017, 6, 15, 1, 40, 29))","('http://theduran.com/information-war-syria-white-helmets-hoax/', datetime.datetime(2017, 6, 30, 21, 39, 58))","('https://dissidentvoice.org/2016/09/white-helmets-deceive-right-livelihood-and-codepink/', datetime.datetime(2017, 8, 11, 17, 0, 15))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://theduran.com/white-helmets-go-to-hollywood/', datetime.datetime(2017, 6, 24, 14, 4, 39))","('http://www.telesurtv.net/english/opinion/Syrias-White-Helmets-May-Win-Undeserved-Oscar-20170222-0024.html', datetime.datetime(2017, 7, 29, 22, 40, 10))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://21stcenturywire.com/2017/09/01/white-helmets-the-jib-al-qubeh-war-crime-in-aleppo-denied-by-channel-4/#disqus_thread', datetime.datetime(2017, 9, 1, 9, 17, 30))","('http://www.therussophile.org/?p=1133958', datetime.datetime(2017, 9, 1, 15, 5, 8))","('http://www.jewworldorder.org/white-helmets-the-jib-al-qubeh-war-crime-in-aleppo-denied-by-channel-4/', datetime.datetime(2017, 9, 2, 20, 15, 54))","('http://jforpeace.blogspot.com/2017/09/syrias-white-helmets-and-terrorists-jib.html', datetime.datetime(2017, 9, 3, 2, 28, 17))","('http://beforeitsnews.com/alternative/2017/09/white-helmets-the-jib-al-qubeh-war-crime-in-aleppo-denied-by-channel-4-3549141.html', datetime.datetime(2017, 9, 3, 2, 56, 4))","('http://www.wrongkindofgreen.org/2017/09/06/white-helmets-the-jib-al-qubeh-war-crime-in-aleppo-denied-by-channel-4/', datetime.datetime(2017, 9, 6, 14, 15, 49))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://www.wrongkindofgreen.org/2014/09/17/syria-avaaz-purpose-the-art-of-selling-hate-for-empire/', datetime.datetime(2017, 6, 5, 9, 44, 35))","('http://www.theartofannihilation.com/syria-avaaz-purpose-the-art-of-selling-hate-for-empire/', datetime.datetime(2017, 6, 29, 21, 10, 2))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://lisaandrews1968.wordpress.com/2017/06/24/white-helmets-member-caught-on-camera-disposing-of-syrian-soldiers-mutilated-bodies-graphic-video/', datetime.datetime(2017, 6, 24, 0, 31, 16))","('https://www.davidicke.com/article/416867/white-helmets-member-caught-camera-disposing-syrian-soldiers-mutilated-bodies', datetime.datetime(2017, 6, 24, 5, 39, 10))","('http://news.clickysound.com/white-helmets-member-caught-on-camera-disposing-of-syrian-soldiers-mutilated-bodies/', datetime.datetime(2017, 6, 24, 6, 9, 22))","('http://investmentwatchblog.com/white-helmets-member-caught-on-camera-disposing-of-syrian-soldiers-mutilated-bodies-graphic-video/', datetime.datetime(2017, 6, 24, 13, 22, 59))","('http://www.therussophile.org/white-helmets-member-caught-on-camera-disposing-of-syrian-soldiers-mutilated-bodies-graphic-video.html/', datetime.datetime(2017, 6, 24, 14, 9, 53))","('http://notinthenews.uk/david-icke/white-helmets-member-caught-on-camera-disposing-of-syrian-soldiers-mutilated-bodies/', datetime.datetime(2017, 6, 25, 1, 44, 17))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('https://gu.com/p/63jkp/stw', datetime.datetime(2017, 6, 17, 18, 57, 24))","('https://www.theguardian.com/politics/2017/mar/06/amber-rudd-secret-billion-pound-conflict-stability-security-fund', datetime.datetime(2017, 6, 26, 17, 43, 36))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('http://dlvr.it/PlBLlc', datetime.datetime(2017, 9, 6, 14, 45, 37))","('http://www.irishexaminer.com/breakingnews/ireland/syrian-white-helmets-honoured-with-2016-tipperary-international-peace-prize-804888.html', datetime.datetime(2017, 9, 6, 14, 47, 12))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
